Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size,Size (KB),Description,Language,Repo URL
761,functions-framework-dart,544,49,544,36,21/11/2020,05/11/2025,1.09 MB,1121,FaaS (Function as a service) framework for writing portable Dart functions,Dart,https://github.com/GoogleCloudPlatform/functions-framework-dart
762,memechat,543,151,543,11,25/02/2017,08/02/2021,54.25 MB,55550,a meme-based chat application,Dart,https://github.com/efortuna/memechat
763,flutter_flavorizr,541,107,541,41,09/05/2020,30/10/2025,1.10 MB,1122,A flutter utility to easily create flavors in your flutter application,Dart,https://github.com/AngeloAvv/flutter_flavorizr
764,lotti,541,53,541,1,16/03/2016,07/11/2025,52.57 MB,53835,"AI-powered context manager that keeps your data private. Chat with your tasks, get intelligent summaries, and track what matters—all stored locally on your devices. Choose your AI provider per category or run everything offline. Your data, your control.",Dart,https://github.com/matthiasn/lotti
765,flutter_clock,540,327,540,6,15/11/2019,24/03/2021,619.00 KB,619,,Dart,https://github.com/flutter/flutter_clock
766,ubuntu-desktop-installer,539,95,539,160,20/10/2020,06/03/2024,36.85 MB,37733,Ubuntu Desktop Installer,Dart,https://github.com/canonical/ubuntu-desktop-installer
767,flutter_web_dashboard,539,156,539,3,16/05/2019,16/10/2020,3.93 MB,4023,Flutter Bootstrap Style Admin UI,Dart,https://github.com/kalismeras61/flutter_web_dashboard
768,maple-file,539,47,539,12,12/03/2017,25/10/2025,9.44 MB,9666,Multi-protocol cloud file upload and management with serverless / 无服务端的多协议云盘文件上传和管理APP,Dart,https://github.com/honmaple/maple-file
769,flutter_books,538,134,538,3,30/04/2019,16/12/2021,22.20 MB,22731,Panda看书，Flutter 小说阅读 App,Dart,https://github.com/q805699513/flutter_books
770,PersistentBottomNavBar,538,444,538,203,08/01/2020,11/07/2024,10.47 MB,10720,A highly customizable persistent bottom navigation bar for Flutter,Dart,https://github.com/BilalShahid13/PersistentBottomNavBar
771,flutter_healthcare_app,537,226,537,1,29/04/2020,14/04/2024,6.81 MB,6973,Helthcare app built in flutter,Dart,https://github.com/TheAlphamerc/flutter_healthcare_app
772,piggyvault,537,121,537,41,19/07/2018,22/09/2024,40.02 MB,40983,Family finance management app.,Dart,https://github.com/piggyvault/piggyvault
773,kelivo,536,59,536,22,29/08/2025,06/11/2025,25.55 MB,26161,A Flutter LLM Chat Client. Support Android & iOS & Harmony Next.,Dart,https://github.com/Chevey339/kelivo
774,SocialFishMobile,536,173,536,8,06/03/2019,05/06/2023,4.07 MB,4165,:iphone: :fish: An app to remote control SocialFish.,Dart,https://github.com/UndeadSec/SocialFishMobile
775,scroll-to-index,535,109,535,22,24/04/2019,30/01/2025,83.00 KB,83,scroll to index with fixed/variable row height inside Flutter scrollable widget,Dart,https://github.com/quire-io/scroll-to-index
776,alfred,535,35,535,18,29/03/2021,19/05/2025,689.00 KB,689,"A performant, expressjs like server framework with a few gadgets that make life even easier.",Dart,https://github.com/rknell/alfred
777,tflite_flutter_plugin,534,369,534,89,10/02/2020,03/07/2023,73.02 MB,74774,TensorFlow Lite Flutter Plugin,Dart,https://github.com/am15h/tflite_flutter_plugin
778,ConverterNOW,533,74,533,54,31/05/2020,01/11/2025,42.05 MB,43060,"The Unit Converter app: easy, immediate and multi-platform",Dart,https://github.com/ferraridamiano/ConverterNOW
779,start,532,38,532,5,16/03/2012,11/05/2021,202.00 KB,202,Sinatra inspired web development framework for Dart,Dart,https://github.com/lvivski/start
780,slide_puzzle,532,359,532,6,03/01/2022,25/07/2024,19.16 MB,19615,,Dart,https://github.com/VGVentures/slide_puzzle
781,paperless_app,531,43,531,51,09/04/2020,29/06/2024,2.99 MB,3064,An Android/iOS app for Paperless,Dart,https://github.com/bauerj/paperless_app
782,LoliSnatcher_Droid,528,29,528,97,01/03/2020,13/10/2025,26.48 MB,27111,A booru client with support for batch downloading,Dart,https://github.com/NO-ob/LoliSnatcher_Droid
783,Flutter-Bloc-CleanArchitecture,528,232,528,2,27/11/2022,04/04/2025,1.58 MB,1621,,Dart,https://github.com/ntminhdn/Flutter-Bloc-CleanArchitecture
784,photos-app,528,31,528,5,09/05/2020,13/03/2024,225.72 MB,231133,➡️ Moved to https://github.com/ente-io/ente,Dart,https://github.com/ente-io/photos-app
785,sleek_circular_slider,528,108,528,46,07/10/2019,31/05/2025,5.13 MB,5253,Sleek circular slider for Flutter,Dart,https://github.com/matthewfx/sleek_circular_slider
786,Grey,527,193,527,11,23/06/2018,09/06/2020,32.94 MB,33731,A material designed music player developed in Flutter,Dart,https://github.com/avirias/Grey
787,rick-and-morty-info,527,93,527,3,17/04/2019,23/09/2021,1.07 MB,1093,Made with Clean architecture + TDD + GraphQL + flutter_bloc + CodeCov + GitHooks + GitHub Actions (CI/CD) and finally with 💙,Dart,https://github.com/vedartm/rick-and-morty-info
788,wiredash-sdk,527,71,527,39,10/03/2020,22/10/2025,7.89 MB,8084,Interactive user feedback tool for Flutter 🎉,Dart,https://github.com/wiredashio/wiredash-sdk
789,CrossDrop,526,9,526,0,16/04/2023,02/04/2025,1.78 MB,1820,"CrossDrop is a partial implementation of Google's Quick Share in Flutter for macOS, iOS and Linux. CrossDrop is based on NearDrop, a Swift implementation of Nearby Share for macOS.",Dart,https://github.com/Medformatik/CrossDrop
790,Unyo,526,19,526,3,24/03/2024,03/11/2025,67.90 MB,69527,🐙 Anime streaming and Manga reader desktop app without ads. ,Dart,https://github.com/K3vinb5/Unyo
791,Flutter-Complete-e-commerce,525,171,525,4,09/10/2019,19/01/2025,34.31 MB,35136,Flutter e-commerce Application  design and Animation - day 16-17,Dart,https://github.com/afgprogrammer/Flutter-Complete-e-commerce
792,flutter_xlider,524,188,524,70,23/02/2019,19/04/2024,21.73 MB,22251,A material design slider and range slider with rtl support and lots of options and customization for flutter,Dart,https://github.com/Ali-Azmoud/flutter_xlider
793,redux.dart,522,57,522,10,17/05/2016,09/03/2023,117.00 KB,117,Redux for Dart,Dart,https://github.com/fluttercommunity/redux.dart
794,Flutter-examples,521,139,521,1,26/07/2021,28/01/2025,21.62 MB,22136,Flutter widget example.,Dart,https://github.com/afgprogrammer/Flutter-examples
795,flutter_js,521,163,521,75,15/12/2019,29/09/2025,5.18 MB,5307,A Javascript engine to use with flutter. It uses quickjs on Android and JavascriptCore on IOS,Dart,https://github.com/abner/flutter_js
796,test,520,222,520,285,18/12/2014,01/11/2025,10.45 MB,10700,A library for writing unit tests in Dart.,Dart,https://github.com/dart-lang/test
797,intl,520,153,520,1,04/12/2014,19/04/2023,1.88 MB,1920,Internationalization and localization support,Dart,https://github.com/dart-archive/intl
798,transformer_page_view,520,150,520,39,30/08/2018,29/11/2023,2.38 MB,2440,PageTransformer for flutter,Dart,https://github.com/best-flutter/transformer_page_view
799,chaldea,520,40,520,3,12/04/2019,05/11/2025,21.76 MB,22282,Chaldea - Yet Another Material Planner and Battle Simulator for Fate/Grand Order aka FGO,Dart,https://github.com/chaldea-center/chaldea
800,notes-app,519,121,519,0,08/05/2019,03/04/2022,419.00 KB,419,Note Taking App made with Flutter with Sqlite as database..,Dart,https://github.com/bimsina/notes-app
801,liftoff,518,36,518,218,18/06/2023,27/11/2023,10.78 MB,11042,🐒  A mobile client for lemmy,Dart,https://github.com/liftoff-app/liftoff
802,actingweb_firstapp,518,87,518,4,23/02/2019,31/03/2025,9.20 MB,9421,Starter app for Flutter that includes many different production app features; some not typically included in demo apps.,Dart,https://github.com/gregertw/actingweb_firstapp
803,flutter_tiktok,517,122,517,11,08/04/2021,17/03/2022,191.22 MB,195811,Flutter Tiktok 抖音实战  🍰🍓🍖🍟🍕🍔,Dart,https://github.com/DingMouRen/flutter_tiktok
804,flutter_inner_drawer,517,133,517,39,12/02/2019,10/07/2024,44.63 MB,45702,Inner Drawer is an easy way to create an internal side section (left/right) where you can insert a list-menu or other.,Dart,https://github.com/Dn-a/flutter_inner_drawer
805,responsive_builder,517,87,517,25,29/10/2019,03/07/2024,2.43 MB,2487,A set of widgets to make responsive UI building in flutter more readable,Dart,https://github.com/FilledStacks/responsive_builder
806,tmail-flutter,517,103,517,405,21/06/2021,06/11/2025,520.55 MB,533048,"A multi-platform (Flutter) application for reading your emails, with your favorite devices, using the JMAP protocol!",Dart,https://github.com/linagora/tmail-flutter
807,FD-Project-Management,517,159,517,1,10/10/2021,12/03/2022,1.81 MB,1856,Create responsive dashboard Project Management design using Flutter,Dart,https://github.com/firgia/FD-Project-Management
808,noteless,517,48,517,40,23/09/2019,31/05/2021,4.14 MB,4240,A Markdown-based note-taking app for mobile devices.,Dart,https://github.com/redsolver/noteless
809,flutter_oktoast,516,62,516,5,01/08/2018,25/12/2024,348.00 KB,348,Toast library for Flutter.,Dart,https://github.com/OpenFlutter/flutter_oktoast
810,ulaskelas-frontend,516,7,516,4,02/11/2021,22/12/2023,1.59 MB,1624,Front End Repository for Ulas Kelas,Dart,https://github.com/ristekoss/ulaskelas-frontend
811,fsuper,516,43,516,9,26/03/2020,21/01/2025,243.00 KB,243,A super powerful widget to help developers build complex views quickly and comfortably.,Dart,https://github.com/Fliggy-Mobile/fsuper
812,power_image,515,58,515,25,18/05/2022,16/10/2023,2.51 MB,2573,A powerful plugin that fully uses the native image library's ability to display images on the flutter side.,Dart,https://github.com/alibaba/power_image
813,graphx,515,54,515,5,21/10/2020,15/04/2025,21.22 MB,21731,GraphX package for Flutter.,Dart,https://github.com/roipeker/graphx
814,pstube,514,59,514,41,11/07/2021,21/03/2025,6.35 MB,6498,Watch and download videos without ads,Dart,https://github.com/prateekmedia/pstube
815,go_router_riverpod,513,70,513,3,07/04/2022,22/10/2025,317.00 KB,317,An example on how to use Riverpod + GoRouter,Dart,https://github.com/lucavenir/go_router_riverpod
816,FluxTube,512,18,512,21,30/06/2024,22/03/2025,8.73 MB,8936,"A powerful and ad-free YouTube client built using Flutter. Watch YouTube videos without ads, subscribe to channels, retrieve video dislikes, read comments, save videos, and much more.",Dart,https://github.com/mu-fazil-vk/FluxTube
817,Protfolio-Website-Flutter-Web,512,255,512,6,09/07/2020,23/10/2023,112.82 MB,115528,,Dart,https://github.com/abuanwar072/Protfolio-Website-Flutter-Web
818,Agora-Flutter-Quickstart,512,190,512,10,04/02/2019,08/08/2022,546.00 KB,546,Quickstart guide for the Agora Flutter SDK(Android/iOS),Dart,https://github.com/AgoraIO-Community/Agora-Flutter-Quickstart
819,sail,510,230,510,19,27/02/2021,06/06/2023,85.04 MB,87079,A flutter demo client application for v2board.,Dart,https://github.com/sail-tunnel/sail
820,tsacdop,510,99,510,41,08/02/2020,01/08/2024,23.97 MB,24550,Enjoy podcasts with Tsacdop!  A podcast player built with flutter.,Dart,https://github.com/tsacdop/tsacdop
821,flutter_bluetooth_serial,510,653,510,101,16/08/2018,25/01/2025,8.61 MB,8820,A basic Flutter Bluetooth Serial,Dart,https://github.com/edufolly/flutter_bluetooth_serial
822,FlutterFurnitureAppUI,509,149,509,0,07/08/2019,05/10/2020,27.77 MB,28440,Flutter representation of a furniture app UI,Dart,https://github.com/JideGuru/FlutterFurnitureAppUI
823,player,509,152,509,33,17/06/2021,03/07/2025,2.46 MB,2520,"Koel Player, the official mobile app for Koel.",Dart,https://github.com/koel/player
824,grocery_shop_flutter,508,118,508,4,24/03/2019,03/03/2021,11.97 MB,12253,"App concept created with Flutter using Dart programming language, inspired by Groceries Shopping App Interaction.",Dart,https://github.com/wiltonribeiro/grocery_shop_flutter
825,flutter_radial_menu,508,76,508,10,07/03/2018,11/05/2021,1.02 MB,1044,A simple animated radial menu widget for Flutter.,Dart,https://github.com/xqwzts/flutter_radial_menu
826,Ciyue,508,28,508,30,15/08/2024,03/11/2025,5.84 MB,5980,A simple mdict dictionary with Android/Windows/Linux support,Dart,https://github.com/mumu-lhl/Ciyue
827,flutter_tags,508,124,508,40,08/12/2018,26/07/2022,98.92 MB,101289,With flutter tags you can create selectable or input tags that automatically adapt to the screen width,Dart,https://github.com/Dn-a/flutter_tags
828,droidkaigi2018-flutter,508,103,508,11,13/01/2018,01/05/2018,12.21 MB,12499,The unofficial conference app for DroidKaigi 2018 Tokyo,Dart,https://github.com/konifar/droidkaigi2018-flutter
829,Linux-PowerToys,507,13,507,25,19/06/2023,25/05/2025,54.03 MB,55329,Get Microsoft's PowerToys utilities and much more to Linux world!,Dart,https://github.com/domferr/Linux-PowerToys
830,ESSE,507,72,507,14,16/04/2021,04/06/2025,15.52 MB,15896,"Encrypted peer-to-peer IM for data security. Own data, own privacy. (Rust+Flutter)",Dart,https://github.com/CympleTech/ESSE
831,recipes_ui_app,506,137,506,1,13/08/2022,24/11/2023,11.51 MB,11786,Demo App for The FlutterVikings Conference Session,Dart,https://github.com/Roaa94/recipes_ui_app
832,time.dart,506,29,506,2,10/10/2019,18/11/2024,100.00 KB,100,"⏰ Type-safe DateTime and Duration calculations, powered by extensions.",Dart,https://github.com/jogboms/time.dart
833,mogicians-manual,506,48,506,11,28/06/2017,02/01/2023,298.90 MB,306073,Flutter version【膜法指南】open source project,Dart,https://github.com/naco-siren/mogicians-manual
834,Flutter_ConstraintLayout,505,40,505,16,30/03/2022,07/12/2024,7.33 MB,7506,"A super powerful Stack, build flexible layouts with constraints. Similar to ConstraintLayout for Android and AutoLayout for iOS. But the code implementation is much more efficient, it has O(n) layout time complexity and no linear equation solving is required.",Dart,https://github.com/hackware1993/Flutter_ConstraintLayout
835,Our-E-School,505,291,505,2,08/06/2019,19/08/2021,16.16 MB,16544,A mobile app created using Flutter Framework for School management.,Dart,https://github.com/ketanchoyal/Our-E-School
836,flutter-amazon-clone-tutorial,504,280,504,6,13/05/2022,26/09/2023,4.46 MB,4564,"Full Stack Amazon Clone with Admin Panel using Flutter, Node, MongoDB",Dart,https://github.com/RivaanRanawat/flutter-amazon-clone-tutorial
837,flutter_calendar_view,503,301,503,45,26/05/2021,19/09/2025,9.97 MB,10214,A Flutter package allows you to easily implement all calendar UI and calendar event functionality. 👌🔝🎉,Dart,https://github.com/SimformSolutionsPvtLtd/flutter_calendar_view
838,dart-neats,503,89,503,35,22/03/2019,30/10/2025,1.60 MB,1641,neat dart packages.,Dart,https://github.com/google/dart-neats
839,flutter_effects,503,56,503,4,07/03/2019,29/09/2022,390.00 KB,390,flutter animation effects | custom widget | custom renderobject ,Dart,https://github.com/HitenDev/flutter_effects
840,skeletonizer,502,49,502,17,06/05/2023,04/07/2025,9.38 MB,9600,,Dart,https://github.com/Milad-Akarie/skeletonizer
841,BegzarApp,502,45,502,4,17/10/2024,15/06/2025,1.52 MB,1554,"Begzar, is a free software for internet freedom.",Dart,https://github.com/Begzar/BegzarApp
842,Flutter_Eyepetizer,501,107,501,8,08/09/2019,02/03/2024,53.70 MB,54991,"Flutter + 组件化实现的一款精美的仿开眼视频(Eyepetizer )跨平台App,适合入门,快速掌握Dart语言以及上手flutter开发(提供Kotlin、React Native、小程序版本 😁 ),希望和大家共同成长,喜欢的话，欢迎start或fork!",Dart,https://github.com/fmtjava/Flutter_Eyepetizer
843,k_chart,501,252,501,27,16/10/2019,29/09/2023,15.35 MB,15716,Maybe it is the best k chart in Flutter.,Dart,https://github.com/OpenFlutter/k_chart
844,WFlutterDemo,500,184,500,7,23/05/2019,15/07/2020,19.75 MB,20224,,Dart,https://github.com/wanglu1209/WFlutterDemo
845,flutter_ctrip,500,118,500,2,07/07/2019,19/09/2020,48.67 MB,49843,跨端(iOS/Android)移动应用创建携程App,Dart,https://github.com/persilee/flutter_ctrip
846,flutter_custom_calendar,500,135,500,0,18/05/2019,24/06/2024,1.25 MB,1283,Flutter的一个日历控件,Dart,https://github.com/fluttercandies/flutter_custom_calendar
847,mobile,499,169,499,36,05/02/2021,24/10/2025,8.67 MB,8881,freeCodeCamp's open-source mobile app - Learn to code from your mobile phone,Dart,https://github.com/freeCodeCamp/mobile
848,helm,499,37,499,0,12/03/2020,20/03/2020,915.00 KB,915,💪 Helm is an app that gamifies stress/anxiety/depression management in an actionable manner to provide relief.,Dart,https://github.com/chuabingquan/helm
849,every_door,499,46,499,165,25/03/2022,02/11/2025,6.73 MB,6896,A dedicated app for collecting thousands of POI for OpenStreetMap,Dart,https://github.com/Zverik/every_door
850,boxy,498,27,498,9,11/03/2020,17/10/2025,16.23 MB,16618,"Overcome limitations of built-in layouts, advanced flex, custom multi-child layouts, slivers, and more!",Dart,https://github.com/pingbird/boxy
851,source_gen,497,110,497,30,30/01/2015,01/11/2025,1.13 MB,1161,Automatic source code generation for Dart,Dart,https://github.com/dart-lang/source_gen
